a, COCA/CET/HS
afoot, COCA
toolbox, COCA
horrid, COCA
forego, COCA
miscalculation, COCA
extramarital, COCA
blindfold, COCA
enamor, COCA
Icelandic, COCA
filming, COCA
incendiary, GRE/COCA
unproductive, GRE/COCA
rumpled, COCA
signatory, GRE/COCA
overpriced, COCA
perversion, COCA
chemo, COCA
weakening, COCA
ravages, COCA
scorpion, GRE/COCA
brainwash, COCA
four-hour, COCA
catchy, COCA
mistreatment, COCA
unplanned, COCA
underwriter, COCA
hearsay, GRE/COCA/TOEFL
retool, COCA
ascendancy, GRE/COCA
indie, COCA
sameness, COCA
luminary, GRE/COCA
reassign, COCA
materially, COCA
space-time, COCA
redneck, COCA
copious, GRE/COCA
rater, COCA
ineffectual, GRE/COCA
shackle, GRE/COCA/TOEFL
upshot, COCA
assertiveness, GRE/COCA
adaptability, COCA
penitentiary, COCA
tantalizing, COCA
molester, COCA
dispersed, COCA
oeuvre, COCA
backtrack, COCA
enchanting, COCA
self-awareness, COCA
inordinate, GRE/COCA/TOEFL
downsizing, COCA
cusp, COCA
diplomatically, COCA
disavow, GRE/COCA
knapsack, COCA
unwrap, COCA
non-white, COCA
head-to-head, COCA
celeb, COCA
untitled, COCA
alderman, COCA
informer, GRE/COCA
full-service, COCA
meteorological, COCA
idealize, COCA/TOEFL
ingrain, COCA
inexperience, COCA
fluff, COCA
fell, GRE/COCA
boxed, COCA
collarbone, COCA
hazelnut, COCA
pout, GRE/COCA
offshoot, COCA
wayside, COCA
outmoded, GRE/COCA
discriminant, COCA
consonant, GRE/COCA/TOEFL
recklessly, COCA
banter, GRE/COCA
canning, COCA
smashed, COCA
rainstorm, COCA
unicorn, GRE/COCA
uncooked, COCA
tasteful, COCA
seaman, COCA
inactivity, COCA
racy, GRE/COCA
supersonic, COCA
inlaid, COCA
generality, GRE/COCA
racketeering, COCA
chartered, COCA
chiropractor, COCA
insensitivity, COCA
keyword, COCA
misbehave, COCA
teak, COCA
intelligently, COCA
grumpy, GRE/COCA/TOEFL
salesperson, COCA
belch, GRE/COCA
practicum, COCA
archdiocese, COCA
bygone, COCA
snoop, COCA
quarter-century, COCA
protectionist, COCA
enthuse, COCA
exclusionary, COCA
formalize, COCA
roulette, COCA
peeled, COCA
enviable, COCA
shipwreck, COCA
enchant, GRE/COCA/TOEFL
gripe, GRE/COCA
patented, COCA
chieftain, COCA
thistle, COCA
redraw, COCA
contort, GRE/COCA
belle, COCA
accredited, COCA
welder, COCA
unaccustomed, COCA
boldness, COCA
eighth-grade, COCA
wired, COCA
minefield, COCA
defensible, COCA
lance, GRE/COCA
populism, COCA
lair, GRE/COCA
infatuation, GRE/COCA
admitting, COCA
octave, COCA
deathbed, COCA
stalwart, GRE/COCA
value-added, COCA
microchip, COCA
germinate, GRE/COCA/TOEFL
internist, COCA
holdout, COCA
pancreas, GRE/COCA/TOEFL
chiffon, COCA
imperil, GRE/COCA
sorcerer, COCA
matched, COCA
marcher, COCA
loll, GRE/COCA
shockingly, COCA
snipe, GRE/COCA
constitutive, COCA
mallet, GRE/COCA
wick, GRE/COCA/TOEFL
second-year, COCA
savanna, COCA
shifter, COCA
purview, COCA
masturbate, COCA
scavenge, COCA
maggot, COCA
lullaby, GRE/COCA
orb, COCA
reclusive, COCA
hard-boiled, COCA
horse-drawn, COCA
Aryan, COCA
hyperactive, COCA
slather, COCA
respiration, GRE/COCA/TOEFL
hemlock, COCA
skimpy, COCA/TOEFL
conclusively, COCA
lacquer, COCA
absorbing, COCA/TOEFL
high-pressure, COCA
matter-of-fact, COCA
pickled, COCA
luminosity, COCA
excise, GRE/COCA
sympathetically, COCA
self-pity, COCA
sidle, GRE/COCA
ameliorate, GRE/COCA
cropland, COCA
pariah, GRE/COCA
sorcery, GRE/COCA
lob, COCA
overpowering, GRE/COCA
unexplored, COCA
finisher, COCA
elation, COCA/TOEFL
misdeed, COCA
accretion, GRE/COCA
buttery, COCA
unwed, COCA
hideaway, COCA
black-eyed, COCA
transformer, COCA
jitters, GRE/COCA
transom, COCA
adjoin, COCA/TOEFL
panicked, COCA
teacup, COCA
screener, COCA
blemish, GRE/COCA/TOEFL
twofold, COCA
indentation, COCA
blurred, COCA
quark, COCA
illuminating, COCA
implode, GRE/COCA
wrangling, COCA
goo, COCA
dike, GRE/COCA
jihadist, COCA
sieve, COCA/TOEFL
extraneous, GRE/COCA/TOEFL
incriminating, COCA
indecision, COCA
multimillionaire, COCA
providing, COCA
unionized, COCA
resuscitate, GRE/COCA
mushy, COCA
preamble, GRE/COCA
sandbag, COCA
introspective, GRE/COCA
custom-made, COCA
Sandinista, COCA
hardcover, COCA
wrought, GRE/COCA
reinvigorate, COCA
sixth-grade, COCA
anemic, GRE/COCA
amiss, GRE/COCA
bandanna, COCA
unwavering, COCA
deplorable, COCA
broadside, COCA
baguette, COCA
redness, COCA
denizen, GRE/COCA
patina, GRE/COCA
vaporize, GRE/COCA
dryness, COCA
deleterious, GRE/COCA/TOEFL
thirty-nine, COCA
blooming, GRE/COCA
inorganic, COCA
crass, GRE/COCA
justifiably, COCA
travail, COCA
esteemed, COCA
claustrophobic, COCA
acquiescence, COCA
demean, GRE/COCA
infest, GRE/COCA
pragmatist, COCA
touchstone, GRE/COCA
angelic, COCA
uninformed, COCA
dour, GRE/COCA
chaser, COCA
flaky, COCA
debunk, GRE/COCA
heretic, GRE/COCA
polemic, GRE/COCA
cantaloupe, COCA
singularly, COCA
demented, GRE/COCA
lope, GRE/COCA
forty-seven, COCA
antebellum, COCA
exterminate, GRE/COCA/TOEFL
soundbite, COCA
cobbler, GRE/COCA
profane, GRE/COCA/TOEFL
fibrosis, COCA
favoritism, COCA
pudgy, GRE/COCA
blithely, COCA
bawl, GRE/COCA
unseat, COCA
tranquilizer, COCA
filtering, COCA
tirelessly, COCA
gizmo, COCA
dishonesty, COCA
unkind, COCA
superhero, COCA
connote, COCA
chronicler, COCA
chopsticks, COCA/HS
festoon, COCA
willfully, COCA
attainable, COCA
horticultural, COCA
unfairness, COCA
big-name, COCA
vex, GRE/COCA/TOEFL
whoop, COCA
grotto, GRE/COCA
unchanging, COCA
alienating, COCA
two-lane, COCA
papa, COCA
dotted, COCA
reincarnation, COCA
feared, COCA
sit-up, COCA
peppercorn, COCA
great-grandmother, COCA
hardness, COCA
digitize, COCA
to-do, COCA
inexorable, GRE/COCA
cola, COCA
gist, GRE/COCA/TOEFL
blended, COCA
friendliness, COCA
single-minded, COCA
john, COCA
dowry, GRE/COCA
light-hearted, COCA
secede, GRE/COCA
valor, GRE/COCA/TOEFL
ferment, GRE/COCA/TOEFL
distinctively, COCA
bluish, COCA
sectional, COCA
foodstuff, GRE/COCA
delusional, COCA
sup, COCA
habitually, COCA/TOEFL
enchantment, COCA
stopper, COCA
mason, GRE/COCA/TOEFL
flint, GRE/COCA/TOEFL
antagonize, GRE/COCA
shoplifting, COCA
fine-tuning, COCA
peeling, COCA
nuke, COCA
breech, COCA
voluptuous, GRE/COCA
premonition, GRE/COCA
rolled, COCA
forerunner, GRE/COCA/TOEFL
deep-seated, COCA
e-mailed, COCA
interlocking, GRE/COCA
snugly, COCA
chipped, COCA
counterbalance, GRE/COCA
self-made, COCA
tasteless, COCA/HS
mermaid, GRE/COCA
underfunded, COCA
clink, COCA
equalize, COCA
stunningly, COCA
achiever, COCA
foolishly, COCA
feathery, COCA
celibate, GRE/COCA
catalytic, COCA
trinket, GRE/COCA
eulogy, GRE/COCA
cul-de-sac, COCA
ensconced, COCA
overgrow, COCA
candlestick, COCA
irk, GRE/COCA
homily, GRE/COCA
irrevocably, COCA
face-lift, COCA
uncomplicated, COCA
whence, COCA
semantics, COCA
lynch, GRE/COCA
conservatively, COCA
antipathy, GRE/COCA
notepad, COCA
gratify, GRE/COCA/TOEFL
saltwater, COCA
downed, COCA
swoon, COCA
scratching, COCA
fab, COCA
antithetical, COCA
underpants, COCA
three-week, COCA
prepaid, COCA
mildew, COCA
unpredictability, COCA
planetarium, COCA
vend, COCA
silken, COCA
kickback, COCA
neurotransmitter, COCA
mystify, COCA
mega, COCA
exponential, COCA
meditative, GRE/COCA/TOEFL
titan, COCA
fifth-grade, COCA
tree-lined, COCA
hypothermia, COCA
mafia, COCA
diced, COCA
pistachio, COCA
satisfactorily, COCA
beholder, GRE/COCA
waddle, GRE/COCA/TOEFL
bountiful, COCA
gilt, COCA
self-expression, COCA
trawl, GRE/COCA
whistle-blower, COCA
riser, COCA
whizz, COCA
uptight, GRE/COCA
insular, GRE/COCA/TOEFL
questioner, COCA
magnetism, COCA
quotient, COCA
airstrip, COCA
coal-fired, COCA
belated, GRE/COCA
socialite, COCA
Yiddish, COCA
hatchet, GRE/COCA/TOEFL
chairmanship, COCA
steadfastly, COCA
ascension, COCA
supermodel, COCA
amply, COCA
heart-shaped, COCA
interrelationship, COCA
darkroom, COCA
readjust, COCA
schooner, COCA
grime, COCA
halting, GRE/COCA
infertile, COCA
sequester, GRE/COCA
coronation, GRE/COCA
cyanide, COCA
cauldron, COCA
sought-after, COCA
radiologist, COCA
cruelly, COCA
third-largest, COCA
infidel, COCA
harem, COCA
sac, COCA/TOEFL
blown, COCA
nuzzle, COCA
obsessively, COCA
homesick, COCA
snub, GRE/COCA
acumen, GRE/COCA/TOEFL
reprehensible, GRE/COCA
sarcastically, COCA
moor, GRE/COCA
photosynthesis, GRE/COCA/TOEFL
bleached, COCA
beehive, COCA
stereotyped, COCA
yellowed, COCA
gloat, GRE/COCA
fizzle, COCA
tumult, GRE/COCA
currant, COCA
apolitical, COCA
botch, GRE/COCA
overeat, COCA
legging, COCA
emphysema, COCA
midget, GRE/COCA
habitation, COCA
weightless, COCA
credo, GRE/COCA
gentleness, COCA
magenta, GRE/COCA
molded, COCA
excision, COCA
pathos, GRE/COCA
custodial, COCA
loon, GRE/COCA
mucus, COCA
gray-haired, COCA
shutout, COCA
narcissistic, COCA
hysterically, COCA
amphibious, COCA
uncharacteristically, COCA
repaint, COCA
neurosurgeon, COCA
salamander, COCA/TOEFL
trickster, COCA
dashing, GRE/COCA
cannibal, COCA
nettle, GRE/COCA
ten-year, COCA
tuber, GRE/COCA
coveralls, COCA
furtive, GRE/COCA
democratize, COCA
swig, GRE/COCA
rollover, COCA
alum, COCA
upturned, COCA
retrofit, COCA
urging, COCA
one-dimensional, COCA
feel-good, COCA
heartless, COCA
romanticize, COCA
swab, COCA
low-tech, COCA
vacationer, COCA
aimlessly, COCA
ravioli, COCA
paving, COCA
measles, COCA
cougar, GRE/COCA
introspection, COCA
stained-glass, COCA
beater, COCA
blissful, GRE/COCA
lumbering, COCA
off-duty, COCA
undervalue, COCA
pre-columbian, COCA
worn-out, COCA
outscore, COCA
intoxicating, COCA
decadence, GRE/COCA/TOEFL
indigo, COCA
momma, COCA
leper, COCA
subprime, COCA
antiseptic, GRE/COCA/TOEFL
ricochet, COCA
veracity, GRE/COCA
bequest, GRE/COCA/TOEFL
occupying, COCA
cyclone, GRE/COCA
yuppie, COCA
six-day, COCA
rebut, COCA
karma, COCA
impurity, COCA/TOEFL
nick, GRE/COCA
vandal, COCA
groupie, COCA
infighting, COCA
steeple, GRE/COCA
summation, GRE/COCA
intoxication, COCA/TOEFL
child-rearing, COCA
smock, COCA
oppressor, COCA
demographer, COCA
rhododendron, COCA
co-found, COCA
riparian, COCA
schism, GRE/COCA
preoperative, COCA
sentimentality, COCA
far-off, COCA
lithe, GRE/COCA/TOEFL
tarragon, COCA
refrigerated, COCA
accede, GRE/COCA
carry-on, COCA
scorecard, COCA
sizeable, COCA
low-lying, COCA
filet, COCA
salmonella, COCA
tomography, COCA
unraveled, COCA
forty-one, COCA
trimester, COCA
radon, COCA
indistinct, COCA
cinch, COCA
upriver, COCA
heh, COCA
recliner, COCA
ripped, COCA
pliers, GRE/COCA
not-for-profit, COCA
sully, GRE/COCA
frothy, GRE/COCA
criminality, COCA
prospector, COCA
recollect, COCA
statistician, COCA
tuning, COCA
anvil, GRE/COCA
ahh, COCA
connectedness, COCA
particularity, COCA
tribesman, COCA
electrically, COCA
headband, COCA
declared, COCA
idealist, COCA
clumsily, COCA
mannerism, COCA
intelligentsia, COCA
qualitatively, COCA
whistling, COCA
drooping, COCA
libido, GRE/COCA
inoculate, GRE/COCA
meaningfully, COCA
dioxin, COCA
innkeeper, COCA
anachronism, COCA
uptake, COCA
bridesmaid, COCA
Spanish-language, COCA
labeling, COCA
tumbling, COCA
authorial, COCA
Alamo, COCA
proximal, COCA
psychosis, COCA
scrunch, COCA
unsettled, COCA
cost-benefit, COCA
sixteenth-century, COCA
crumbled, COCA
chalkboard, COCA
pillowcase, COCA
seamstress, COCA
floodwaters, COCA
mass-produced, COCA
pancreatic, COCA
polka, COCA
strainer, COCA
externalize, GRE/COCA
Scotch, COCA
gumbo, COCA
floodplain, COCA
puke, COCA
cleanser, COCA
girth, GRE/COCA
llama, COCA
photovoltaic, COCA
hoopla, COCA
branching, COCA
marigold, COCA
scaffold, GRE/COCA
wrought-iron, COCA
naturalized, COCA
snorkel, COCA
terse, GRE/COCA
downtime, COCA
newsman, COCA
unscrew, COCA
receptacle, GRE/COCA/TOEFL
immortalize, COCA
politicized, COCA
analyzer, COCA
indisputable, COCA
pimple, COCA
robin, COCA
eighty-five, COCA
stethoscope, GRE/COCA
craziness, COCA
self-centered, COCA
unopened, COCA
mausoleum, COCA
reusable, COCA
foreign-born, COCA
snowman, COCA
spindle, COCA
underbrush, COCA
cobble, COCA
whir, COCA/TOEFL
spindly, GRE/COCA
buzzword, COCA
expressionless, COCA
ransack, COCA
cheater, COCA
navigational, COCA
holly, COCA
repugnant, GRE/COCA
forester, COCA
big-screen, COCA
earthen, COCA
wily, GRE/COCA
bulging, COCA
boarder, COCA
invertebrate, GRE/COCA/TOEFL
vertebrate, COCA/TOEFL
orator, COCA
three-bedroom, COCA
emigre, COCA
humbling, COCA
pleated, COCA
litigate, COCA
self-regulation, COCA
turntable, COCA
goatee, COCA
instantaneously, COCA
esophagus, GRE/COCA
arugula, COCA
Astrodome, COCA
rheumatoid, COCA
recalcitrant, GRE/COCA
vouch, GRE/COCA
unwrapped, COCA
suburbia, COCA
subconscious, COCA
appraiser, COCA
indoctrination, COCA
foundry, COCA
strum, COCA
admirably, COCA
incontinence, COCA
handset, COCA
reforming, COCA
trawler, COCA
deliverance, COCA
CFC, COCA
aftershock, COCA
stricture, GRE/COCA
triathlon, COCA
manhunt, COCA
sleeveless, COCA
humanly, COCA
irreplaceable, COCA
hiccup, COCA
cluck, COCA
mesquite, COCA
sleet, COCA
misperception, COCA
travesty, GRE/COCA
crudely, COCA
collie, COCA
tightrope, COCA
smokestack, COCA
Stalinist, COCA
supplementation, COCA
playback, COCA
connectivity, COCA
disenchanted, COCA
goodnight, COCA
artifice, GRE/COCA
goof, GRE/COCA
untapped, GRE/COCA/TOEFL
collapsed, COCA
prescient, COCA
preservationist, COCA
haunch, COCA
captivating, COCA
windswept, COCA
long-term-care, COCA
one-party, COCA
franchisee, COCA
gaseous, GRE/COCA/TOEFL
yo-yo, COCA
puffing, COCA
expectantly, COCA
storeroom, COCA
countenance, GRE/COCA
irritant, COCA
untimely, GRE/COCA
clang, COCA
top-ranked, COCA
iteration, COCA
scuff, GRE/COCA
un-american, COCA
tiled, COCA
dame, COCA
foursome, COCA
mortuary, GRE/COCA
nay, COCA
insulating, COCA
unrecognizable, COCA
curling, COCA
askew, GRE/COCA
rancid, GRE/COCA
ADHD, COCA
plantain, COCA
no-brainer, COCA
negro, COCA
euphoric, COCA
unresponsive, COCA
erstwhile, GRE/COCA
mind-boggling, COCA
cooperatively, COCA
vanquished, COCA
driftwood, COCA
upside-down, COCA
correspondingly, COCA
case-by-case, COCA
medial, COCA
win-win, COCA
souffle, COCA
coffeehouse, COCA
heavy-handed, GRE/COCA
firefight, COCA
priestly, COCA
lewd, COCA
derelict, GRE/COCA
fiscally, COCA
moonlit, COCA
aphid, COCA
crypt, GRE/COCA
age-related, COCA
anti-aircraft, COCA
theologically, COCA
encore, COCA
morphology, COCA
imprisoned, COCA
alertness, COCA
scarred, COCA
titanic, GRE/COCA/TOEFL
upkeep, COCA
five-star, COCA
devolve, GRE/COCA
salinity, COCA
amok, COCA
ascetic, GRE/COCA/TOEFL
unintentional, COCA
hellish, COCA
pneumatic, COCA
coincidental, COCA
gazebo, COCA
mutilated, COCA
vengeful, GRE/COCA
reticence, COCA
sprained, COCA
bayou, COCA
quarterfinal, COCA
demote, GRE/COCA
timbre, GRE/COCA
old-school, COCA
capitulate, GRE/COCA
stag, COCA
wiretap, GRE/COCA
repulse, GRE/COCA/TOEFL
sorbet, COCA
cobweb, COCA
illogical, COCA
botched, COCA
sequin, COCA
blacktop, COCA
humanize, COCA
unharmed, COCA
shanty, GRE/COCA
mortify, GRE/COCA
leaning, COCA
tightness, COCA
crock, COCA
intonation, COCA
six-week, COCA
sari, COCA
harvesting, COCA
departed, COCA
femur, COCA
otherness, COCA
indiscriminately, COCA
devious, GRE/COCA/TOEFL
disguised, COCA
delirious, GRE/COCA
groggy, COCA
sensibly, COCA
vanished, COCA
loader, COCA
misjudge, COCA
tern, COCA
unimpressed, COCA
frill, COCA
amp, COCA
vindictive, GRE/COCA
archway, COCA
ark, COCA
monogamous, COCA
poisoned, COCA
circumcision, COCA
hurried, COCA
fishy, COCA/TOEFL
lard, GRE/COCA
abut, GRE/COCA
you-all, COCA
eucharistic, COCA
behead, COCA
untouchable, COCA
plagiarism, GRE/COCA
scarecrow, COCA
compendium, GRE/COCA
charger, COCA
magnifying, COCA
precipitously, COCA
flammable, GRE/COCA
civics, COCA
red-haired, COCA
gong, GRE/COCA
undersecretary, COCA
polyp, COCA
fallow, GRE/COCA
heartbroken, COCA
runny, COCA
unfaithful, COCA
unquestioned, COCA
video-game, COCA
causation, COCA
deformation, COCA
uncertainly, COCA
self-perception, COCA
wrecked, COCA
dragonfly, COCA
angling, COCA
anti-communist, COCA
stand-in, COCA
earphone, COCA
run-in, COCA
coo, COCA
washcloth, COCA
convoluted, GRE/COCA
aegis, GRE/COCA
horseradish, COCA
juggernaut, GRE/COCA
platelet, COCA
polarity, GRE/COCA
italics, COCA
cropped, COCA
fascinated, COCA
spar, COCA
hard-earned, COCA
aggrieved, COCA
restorative, GRE/COCA
suitability, COCA
pucker, GRE/COCA
furnished, COCA/HS
stringy, COCA
nakedness, COCA
superbly, COCA
tutelage, GRE/COCA
bloodless, COCA
unabashed, COCA
quash, GRE/COCA
lupus, COCA
negativity, COCA
graduated, GRE/COCA
hijacking, COCA
metastasis, COCA
vastness, COCA
embellishment, COCA
subcategory, COCA
compromised, COCA
jubilant, GRE/COCA
savagely, COCA
first-quarter, COCA
temperamental, COCA
payable, COCA
three-part, COCA
well-designed, COCA
mammalian, COCA
staccato, GRE/COCA
misfit, COCA
pox, COCA
messianic, COCA
empty-handed, COCA
commandeer, COCA
dishearten, GRE/COCA
rabies, GRE/COCA
derision, COCA
flushed, COCA
sighted, COCA
stratification, COCA
Americanization, COCA
quivering, COCA
jaunt, GRE/COCA
brainchild, COCA
reconstructive, COCA
foregoing, COCA
turpentine, COCA
abrasion, GRE/COCA/TOEFL
curving, COCA
tested, COCA
clearinghouse, COCA
searcher, COCA
duplex, COCA
dictatorial, COCA/TOEFL
second-round, COCA
sweltering, GRE/COCA
genie, COCA
idolize, GRE/COCA
chain-link, COCA
goon, COCA
headlong, GRE/COCA
ostracize, GRE/COCA
ninety-nine, COCA
astride, COCA
parlay, COCA
senatorial, COCA
four-wheel, COCA
burned-out, COCA
invigorating, GRE/COCA
renovated, COCA
well-rounded, COCA
jump-start, COCA
verdant, GRE/COCA
approvingly, COCA
nightmarish, COCA
slush, COCA
impressively, COCA/TOEFL
novella, COCA
suitably, COCA
seagull, COCA/HS
unwitting, GRE/COCA
diocesan, GRE/COCA
high-flying, COCA
delectable, GRE/COCA
facsimile, GRE/COCA
half-hearted, COCA
unpretentious, GRE/COCA
photocopy, COCA
settee, COCA
charade, GRE/COCA
narcissism, GRE/COCA
primeval, COCA
dilate, GRE/COCA/TOEFL
portend, GRE/COCA
episodic, GRE/COCA
hypnotize, COCA
whole-wheat, COCA
wrack, COCA
creationism, COCA
habitable, GRE/COCA
phalanx, COCA
inscrutable, GRE/COCA
foolproof, GRE/COCA
chopping, COCA
stubbornness, COCA
fifty-two, COCA
liberator, COCA
fluctuating, COCA
shaved, COCA
hew, GRE/COCA/TOEFL
tabulate, COCA
rooted, COCA
freshen, COCA
asterisk, GRE/COCA
unabashedly, COCA
landfall, COCA
soapy, COCA
flipper, COCA
yummy, GRE/COCA/HS
hologram, COCA
malleable, GRE/COCA/TOEFL
yellowish, COCA
croissant, COCA
early-morning, COCA
jade, GRE/COCA
defibrillator, COCA
pacemaker, COCA
swastika, COCA
fast-paced, COCA
apocalypse, COCA
long-lost, COCA
Euro-American, COCA
scoundrel, COCA
sardonic, GRE/COCA/TOEFL
caustic, GRE/COCA/TOEFL
carnation, COCA
breathlessly, COCA
strapping, COCA
doable, COCA
tamale, COCA
clemency, GRE/COCA
hotshot, COCA
offensively, COCA
abbreviated, COCA
duster, COCA
dapper, GRE/COCA
divider, COCA
teenaged, COCA
speechwriter, COCA
drunkenness, COCA
gutsy, COCA
chutney, COCA
one-of-a-kind, COCA
tracer, COCA
impersonate, GRE/COCA
machinist, COCA
expendable, COCA
startlingly, COCA
impinge, GRE/COCA
self-taught, COCA
discontinuity, COCA
sagebrush, COCA
vitally, COCA
auburn, COCA
glitzy, COCA
bye, COCA/HS
seer, COCA
interconnection, COCA
black-owned, COCA
oncology, COCA
disassemble, COCA
multipurpose, COCA
pearly, COCA
no-hitter, COCA
spurious, GRE/COCA
destroyed, COCA
splurge, GRE/COCA
romantically, COCA
superhighway, COCA
perky, GRE/COCA
profiling, COCA
disapproving, COCA
neckline, COCA
percolate, GRE/COCA
herder, COCA
smallmouth, COCA
yer, COCA
evince, GRE/COCA
rhythmically, COCA
detonation, GRE/COCA
plotter, COCA
unknowingly, COCA
lark, GRE/COCA
third-generation, COCA
forty-six, COCA
chainsaw, COCA
superhuman, COCA
proclivity, COCA
Nazism, COCA
cooperating, COCA
abysmal, GRE/COCA
smoothness, COCA
squelch, GRE/COCA
livable, COCA
three-pointer, COCA
evolved, COCA
rejuvenate, GRE/COCA/TOEFL
long-ago, COCA
amulet, GRE/COCA
rubbery, COCA
anachronistic, GRE/COCA
gambit, COCA
sportsmanship, COCA
hideout, COCA
backpacker, COCA
disembark, COCA
inadvertent, COCA
writ, GRE/COCA
overzealous, COCA
disfigure, GRE/COCA/TOEFL
savagery, COCA
birthright, COCA
divest, GRE/COCA
cranny, COCA
autopilot, COCA
headwaters, COCA
microbiologist, COCA
undertone, COCA
merrily, COCA
skewed, COCA
dualism, COCA
predilection, GRE/COCA
ninety-five, COCA
macabre, GRE/COCA
tenured, COCA
gravestone, COCA
four-star, COCA
stingy, GRE/COCA/TOEFL
tot, COCA
mossy, COCA
pent-up, COCA
Afro-American, COCA
meta-analysis, COCA
preconception, COCA
dreaming, COCA
degenerative, COCA
monolith, COCA
detritus, GRE/COCA
snow-covered, COCA
suspenders, COCA
glower, GRE/COCA
defenseman, COCA
crafty, GRE/COCA/TOEFL
Prussian, COCA
junkyard, COCA
one-stop, COCA
Hopi, COCA
ostrich, GRE/COCA
sedative, GRE/COCA
role-playing, COCA
left-hander, COCA
gamma-ray, COCA
Christmastime, COCA
unholy, COCA
determinism, COCA
polygamy, COCA
jaunty, GRE/COCA
reveler, COCA
orthopaedic, COCA
unbeaten, COCA
chomp, COCA
roller-coaster, COCA
unconscionable, GRE/COCA
ticker, COCA
conservatory, GRE/COCA/TOEFL
extermination, COCA
soiled, COCA
effigy, GRE/COCA
dusky, COCA/TOEFL
regressive, GRE/COCA
nightlife, COCA
deep-sea, COCA
deliciously, COCA
clockwork, COCA
regionally, COCA
renege, GRE/COCA
assistive, COCA
flagrant, GRE/COCA
full-page, COCA
directed, COCA
born-again, COCA
mimetic, COCA
co-sponsor, COCA
arbor, COCA
simplification, COCA
fistful, COCA
defamation, COCA
congruence, COCA
damper, GRE/COCA
fired, COCA
redshift, COCA
sugary, COCA
unfathomable, COCA
despairing, COCA
offered, COCA
underwriting, COCA
prophesy, COCA
self-righteous, COCA
double-edged, COCA
inhospitable, COCA
flowery, COCA
dismantling, COCA
scratchy, COCA
third-quarter, COCA
male-dominated, COCA
Aussie, COCA
breakaway, COCA
trucking, COCA
alarmingly, COCA
spleen, GRE/COCA/TOEFL
inattention, COCA
Anglo-Saxon, COCA
commoner, COCA
curd, GRE/COCA
latency, GRE/COCA
diagnostics, COCA
extinguisher, COCA
workhorse, COCA
forefather, COCA
gated, COCA
epilepsy, COCA
inculcate, GRE/COCA
disembodied, GRE/COCA
hauler, COCA
acrid, GRE/COCA/TOEFL
superconducting, COCA
